Fecha;Anio;Mes;Linea;Línea Unificada;Canal de distribución;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Rendimiento;Precio
ene-17;2017;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;40507194;18106015;946284;787027;22401179;43
ene-17;2017;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;23120025;13045346;544148;580050;10074679;42
ene-17;2017;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;9949504;4772525;233767;215343;5176979;43
ene-17;2017;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;43702695;28502122;1053401;1268247;15200572;41
ene-17;2017;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;3998780;2013259;92956;94017;1985520;43
ene-17;2017;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1317510;748379;31730;34054;569131;42
ene-17;2017;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;804058;415264;20638;19332;388794;39
ene-17;2017;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;4329;2452;116;116;1877;37
ene-17;2017;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;83395;58214;2011;2680;25181;41
feb-17;2017;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;39547883;26034938;914951;1162251;13512945;43
feb-17;2017;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;27290079;16130603;645162;728448;11159476;42
feb-17;2017;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;9700307;6245419;226729;286280;3454887;43
feb-17;2017;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;65348064;8373546;1569198;364148;56974518;42
feb-17;2017;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;3707761;2339516;87013;104843;1368245;43
feb-17;2017;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1382828;733055;33461;33470;649772;41
feb-17;2017;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;877677;297202;21205;13730;580475;41
feb-17;2017;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;5395;3055;133;139;2340;41
feb-17;2017;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;46521;43988;1220;1851;2533;38
mar-17;2017;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;56378030;26661692;1259998;1175409;29716338;45
mar-17;2017;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;35794625;16236828;822590;742255;19557797;44
mar-17;2017;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;12639933;4821251;288894;217898;7818682;44
mar-17;2017;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;38351669;21985439;886916;978151;16366230;43
mar-17;2017;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;5780537;1722859;130357;76975;4057677;44
mar-17;2017;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1610989;717435;37426;32171;893554;43
mar-17;2017;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1139038;566523;25967;25740;572515;44
mar-17;2017;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;4754;1907;117;91;2848;41
mar-17;2017;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;93127;59658;2531;2756;33469;37
abr-17;2017;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;48953996;21304243;1112177;953072;27649753;44
abr-17;2017;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;28242560;14888000;629824;676337;13354560;45
abr-17;2017;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;12070843;6581403;266524;302882;5489441;45
abr-17;2017;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;43780274;32609475;975973;1475720;11170799;45
abr-17;2017;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;2940665;1759630;61603;78940;1181035;48
abr-17;2017;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1508997;905353;34419;41219;603645;44
abr-17;2017;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;597601;362868;15911;16797;234733;38
abr-17;2017;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;6696;3571;166;166;3125;40
abr-17;2017;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;85664;52145;2226;2440;33519;38
may-17;2017;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;44194431;29124615;988728;1306344;15069816;45
may-17;2017;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;35102755;14480810;777898;652557;20621945;45
may-17;2017;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;11621836;5039585;261088;236790;6582251;45
may-17;2017;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;49709261;26509961;1112804;1213444;23199300;45
may-17;2017;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;3861532;1564986;82887;71295;2296547;47
may-17;2017;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1691678;792536;38293;36783;899141;44
may-17;2017;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;752846;418696;18087;19189;334150;42
may-17;2017;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;4957;2608;121;121;2350;41
may-17;2017;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;48641;38886;1296;1752;9755;38
jun-17;2017;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;56103195;30936758;1210128;1295545;25166438;46
jun-17;2017;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;30617996;16560833;675066;744977;14057163;45
jun-17;2017;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;12761862;7200153;283526;319727;5561708;45
jun-17;2017;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;59542004;30931805;1329419;1356623;28610199;45
jun-17;2017;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;3955849;2866142;84657;126378;1089707;47
jun-17;2017;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1892080;1116703;42537;45940;775377;44
jun-17;2017;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1061474;492359;23610;22311;569115;45
jun-17;2017;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;33851;11768;828;542;22083;41
jun-17;2017;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;41811;52535;1133;2307;-10724;37
jul-17;2017;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;61291590;19514106;1226052;807707;41777484;50
jul-17;2017;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;29509983;14406546;633482;616935;15103436;47
jul-17;2017;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;13200737;5394026;282008;230164;7806711;47
jul-17;2017;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;56929480;28577083;1258913;1233298;28352397;45
jul-17;2017;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;4929246;1679248;103784;70599;3249998;47
jul-17;2017;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1911125;767324;41548;33679;1143801;46
jul-17;2017;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1043828;570565;24076;25107;473263;43
jul-17;2017;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;19852;4839;455;214;15013;44
jul-17;2017;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;65551;37510;1634;1564;28041;40
ago-17;2017;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;51985683;31811390;1055759;1264118;20174293;49
ago-17;2017;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;30881667;16934491;633761;702490;13947175;49
ago-17;2017;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;11368189;5728918;234467;238589;5639271;48
ago-17;2017;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;69065537;30827040;1462330;1249387;38238497;47
ago-17;2017;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;3866892;2220685;73897;90349;1646207;52
ago-17;2017;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1820601;1127524;38406;46765;693077;47
ago-17;2017;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;448174;271705;12182;11278;176469;37
ago-17;2017;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;1818;950;40;40;868;45
ago-17;2017;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;85289;63737;2151;2630;21552;40
sep-17;2017;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;60587143;31443057;1236849;1264001;29144086;49
sep-17;2017;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;37578507;19885055;766850;821234;17693452;49
sep-17;2017;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;12477218;7498773;258287;311495;4978445;48
sep-17;2017;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;66120031;24746204;1376845;907005;41373827;48
sep-17;2017;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;5779166;3242421;115090;131409;2536746;50
sep-17;2017;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;2283896;1146274;48224;47361;1137622;47
sep-17;2017;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;648952;681137;16974;27522;-32185;38
sep-17;2017;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;9626;5375;207;207;4251;47
sep-17;2017;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;62568;49532;1974;1925;13036;32
oct-17;2017;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;80954881;30666400;1553382;1103479;50288481;52
oct-17;2017;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;34880338;13916117;707086;555611;20964221;49
oct-17;2017;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;12820760;4775596;264733;194575;8045165;48
oct-17;2017;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;38681620;37570563;768299;1499262;1111057;50
oct-17;2017;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;4558519;1589082;89624;62908;2969436;51
oct-17;2017;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1980628;934879;39590;38016;1045749;50
oct-17;2017;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1092159;342642;24463;13809;749517;45
oct-17;2017;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;6372;3316;138;138;3056;46
oct-17;2017;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;81452;56101;2032;2301;25351;40
nov-17;2017;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;41805767;20326427;833221;772633;21479340;50
nov-17;2017;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;31629829;16364352;600611;688715;15265477;53
nov-17;2017;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;12929369;7162994;252301;289969;5766376;51
nov-17;2017;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;90393121;28533511;1754704;1143386;61859611;52
nov-17;2017;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;4234138;2582217;79935;101918;1651922;53
nov-17;2017;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;2503069;1276539;49599;51143;1226530;50
nov-17;2017;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1170283;579228;24909;23778;591055;47
nov-17;2017;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;531;254;10;10;277;56
nov-17;2017;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;65506;82480;1505;3260;-16973;44
dic-17;2017;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;40805546;20685009;732922;816359;20120537;56
dic-17;2017;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;30253229;12210000;573894;488352;18043229;53
dic-17;2017;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;13118409;5461771;249974;220583;7656638;52
dic-17;2017;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;51255779;34565890;962952;1182273;16689889;53
dic-17;2017;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;5013546;1576416;92345;61700;3437130;54
dic-17;2017;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1660568;534512;31809;21757;1126056;52
dic-17;2017;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;655722;306174;11926;12438;349547;55
dic-17;2017;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;22289;9829;412;412;12460;54
dic-17;2017;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;84899;44151;1758;1639;40748;48
ene-18;2018;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;47815812;18258852;860723;573099;29556960;56
ene-18;2018;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;33886979;15129360;604744;512400;18757618;56
ene-18;2018;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;13027072;6110349;233134;216139;6916723;56
ene-18;2018;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;72927218;36538203;1298967;938306;36389015;56
ene-18;2018;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;3800609;2710767;66670;91423;1089841;57
ene-18;2018;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1875248;1017143;33363;32501;858105;56
ene-18;2018;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;748494;417824;13063;14748;330670;57
ene-18;2018;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;11260;5764;195;195;5496;58
ene-18;2018;Enero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;72567;57614;1528;1755;14952;47
feb-18;2018;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;49228;24533;940;940;24695;52
feb-18;2018;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;31546585;27553417;539000;817538;3993169;59
feb-18;2018;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;29406191;16982458;520569;574639;12423732;56
feb-18;2018;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;11415288;6114262;204426;209143;5301027;56
feb-18;2018;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;59728074;19683859;1074191;589820;40044214;56
feb-18;2018;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;5068130;2621068;87655;88759;2447062;58
feb-18;2018;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;1568612;865556;28002;28638;703056;56
feb-18;2018;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;906351;436226;16657;14615;470126;54
feb-18;2018;Febrero;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;92718;72687;1767;1314;20031;52
mar-18;2018;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;55243547;26945263;937055;862611;28298284;59
mar-18;2018;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;41075671;24585033;734016;847125;16490638;56
mar-18;2018;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;14111164;7051262;260417;230970;7059902;54
mar-18;2018;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;55905464;26307478;992994;860633;29597986;56
mar-18;2018;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;5361150;2216386;90744;74208;3144764;59
mar-18;2018;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;2243536;1436271;40648;47548;807265;55
mar-18;2018;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;964867;630027;17729;21354;334840;54
mar-18;2018;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;6829;3456;118;118;3373;58
mar-18;2018;Marzo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;30673;5711;531;172;24962;58
abr-18;2018;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;48776006;24673212;829676;761176;24102795;59
abr-18;2018;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;49650792;30104480;887380;1024304;19546312;56
abr-18;2018;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;11970887;8415965;212032;281706;3554923;56
abr-18;2018;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;38544124;23629021;676510;769388;14915103;57
abr-18;2018;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;5395770;3491153;92015;114294;1904616;59
abr-18;2018;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;2955656;2003171;53963;67247;952485;55
abr-18;2018;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;768641;380107;17219;12414;388534;45
abr-18;2018;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;0;-454;0;-16;454;#¡DIV/0!
abr-18;2018;Abril;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;47623;4314;890;130;43309;54
may-18;2018;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;44984960;29784611;702044;837529;15200348;64
may-18;2018;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;53468558;29125201;929054;915476;24343357;58
may-18;2018;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;15739219;8008837;267651;241971;7730382;59
may-18;2018;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;71299834;32600961;1201741;906933;38698873;59
may-18;2018;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;6026780;3688694;99382;112388;2338086;61
may-18;2018;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;3689376;1824430;64064;56839;1864946;58
may-18;2018;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1199108;781245;21247;22099;417863;56
may-18;2018;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;1070;562;16;16;508;67
may-18;2018;Mayo;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;157159;5889;1995;170;151270;79
jun-18;2018;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;56229185;28970025;781236;746424;27259160;72
jun-18;2018;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;51603055;27077014;834257;838216;24526042;62
jun-18;2018;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;15610412;7556698;242854;228553;8053715;64
jun-18;2018;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;44326501;37534832;711097;1093133;6791670;62
jun-18;2018;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;7539382;3756988;118388;112204;3782394;64
jun-18;2018;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;3400296;2113314;53675;62728;1286982;63
jun-18;2018;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1006506;576751;15312;17689;429756;66
jun-18;2018;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;55637;30768;945;945;24869;59
jun-18;2018;Junio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;101527;7285;1681;189;94243;60
jul-18;2018;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;68287340;32732751;879653;732718;35554589;78
jul-18;2018;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;52475631;22392337;786133;674142;30083294;67
jul-18;2018;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;14674088;7036352;210879;201724;7637736;70
jul-18;2018;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;77242720;36995885;1148055;1066972;40246836;67
jul-18;2018;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;6769874;4126372;99550;118700;2643502;68
jul-18;2018;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;3811830;1685029;56287;51591;2126800;68
jul-18;2018;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1513907;762858;24904;22481;751050;61
jul-18;2018;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;15605;7899;229;229;7706;68
jul-18;2018;Julio;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;68823;21349;1082;624;47474;64
ago-18;2018;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;57132908;27610143;679379;567321;29522765;84
ago-18;2018;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;44092935;19769136;603691;568682;24323799;73
ago-18;2018;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;14520363;6171366;192494;175684;8348997;75
ago-18;2018;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;78022281;41026368;1070242;1162122;36995913;73
ago-18;2018;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;9561793;2812353;128299;78491;6749439;75
ago-18;2018;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;5020868;1765733;67635;50341;3255135;74
ago-18;2018;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1033373;497209;13966;14282;536164;74
ago-18;2018;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;64392;27029;917;787;37363;70
ago-18;2018;Agosto;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;147875;17248;2584;514;130627;57
sep-18;2018;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;44679104;22282535;532532;659731;22396569;84
sep-18;2018;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;54726465;26325868;709102;716814;28400597;77
sep-18;2018;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;15860019;7139732;198023;189777;8720287;80
sep-18;2018;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;93230917;42816631;1198031;1127843;50414286;78
sep-18;2018;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;6459962;4475977;80167;117338;1983985;81
sep-18;2018;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;4553485;3036680;59102;80994;1516805;77
sep-18;2018;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1104708;520011;14573;14082;584697;76
sep-18;2018;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;6601;1588;89;29;5013;74
sep-18;2018;Septiembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;41706;25912;529;737;15794;79
oct-18;2018;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;65503788;41387605;733204;765713;24116183;89
oct-18;2018;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;59310629;22880836;741825;627466;36429793;80
oct-18;2018;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;14445933;4600745;177845;121526;9845188;81
oct-18;2018;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;75600456;43906426;944470;1079327;31694030;80
oct-18;2018;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;9088227;2456412;110697;66214;6631815;82
oct-18;2018;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;5892576;1989886;72901;52832;3902690;81
oct-18;2018;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1551134;665229;19178;17803;885904;81
oct-18;2018;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;23375;9679;280;250;13697;84
oct-18;2018;Octubre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;116098;5477;1665;134;110620;70
nov-18;2018;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;69921399;23932900;750922;563618;45988499;93
nov-18;2018;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;53079297;23165162;625351;566644;29914135;85
nov-18;2018;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;12210067;8165295;140127;197551;4044772;87
nov-18;2018;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;122978620;53313640;1414895;1210421;69664980;87
nov-18;2018;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;7716095;4768922;88369;114765;2947173;87
nov-18;2018;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;3320480;2333835;38919;56558;986646;85
nov-18;2018;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;1688032;764595;20071;18806;923436;84
nov-18;2018;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;23622;8424;268;183;15198;88
nov-18;2018;Noviembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;132922;35920;1775;931;97002;75
dic-18;2018;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Cadenas de Supermercados;52124453;33733426;558322;665450;18391027;93
dic-18;2018;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;44238134;21721689;507634;534354;22516445;87
dic-18;2018;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;17114067;6571484;188377;158050;10542584;91
dic-18;2018;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;71817050;40736138;770405;960088;31080912;93
dic-18;2018;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Mayoristas;7912652;2810834;90428;68770;5101818;88
dic-18;2018;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Distribuidores;5962218;1945853;68093;47665;4016365;88
dic-18;2018;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Grandes Mayoristas;839290;328876;9646;8220;510414;87
dic-18;2018;Diciembre;YERBA MATE TRADICIONAL;Yerba Mate;Supermercados;6247;2398;69;59;3849;91
