Fecha;Anio;Mes;Linea;Línea Unificada;Canal de distribución;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Rendimiento;Precio
abr-18;2018;Abril;YERBA MATE BCP;Yerba Mate;Supermercados;3516402;2624283;66223;88401;892119;53
abr-18;2018;Abril;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;6957549;3557784;125100;118877;3399766;56
abr-18;2018;Abril;YERBA MATE BCP;Yerba Mate;Mayoristas;1129191;801766;20560;27463;327424;55
abr-18;2018;Abril;YERBA MATE BCP;Yerba Mate;Distribuidores;387512;206983;7074;6879;180529;55
abr-18;2018;Abril;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;595395;78709;10855;2625;516685;55
abr-18;2018;Abril;YERBA MATE BCP;Yerba Mate;Supermercados;2323;1203;40;40;1120;58
abr-18;2018;Abril;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;26026;3525;263;107;22500;99
may-18;2018;Mayo;YERBA MATE BCP;Yerba Mate;Mayoristas;109108;32039;1940;1020;77070;56
may-18;2018;Mayo;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;34441618;17405462;639178;505788;17036156;54
may-18;2018;Mayo;YERBA MATE BCP;Yerba Mate;Distribuidores;8686409;4367219;154287;148658;4319190;56
may-18;2018;Mayo;YERBA MATE BCP;Yerba Mate;Supermercados;4301217;1891059;78024;66312;2410158;55
may-18;2018;Mayo;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;10151178;3237443;175180;91488;6913735;58
may-18;2018;Mayo;YERBA MATE BCP;Yerba Mate;Mayoristas;1270257;566577;22905;17751;703680;55
may-18;2018;Mayo;YERBA MATE BCP;Yerba Mate;Distribuidores;229598;193524;3960;6089;36075;58
may-18;2018;Mayo;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;241324;122206;4140;3895;119118;58
may-18;2018;Mayo;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;15112;3688;234;813;11423;65
jun-18;2018;Junio;YERBA MATE BCP;Yerba Mate;Mayoristas;0;26743;0;840;-26743;#¡DIV/0!
jun-18;2018;Junio;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;25834835;25766386;476420;509748;68449;54
jun-18;2018;Junio;YERBA MATE BCP;Yerba Mate;Distribuidores;8638490;4402953;143079;133457;4235537;60
jun-18;2018;Junio;YERBA MATE BCP;Yerba Mate;Supermercados;3922070;1976500;66693;58209;1945570;59
jun-18;2018;Junio;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;4069974;3971402;67225;120727;98572;61
jun-18;2018;Junio;YERBA MATE BCP;Yerba Mate;Mayoristas;952989;426816;15825;13200;526173;60
jun-18;2018;Junio;YERBA MATE BCP;Yerba Mate;Distribuidores;589518;322627;9384;10000;266890;63
jun-18;2018;Junio;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;204051;81629;3145;2500;122422;65
jun-18;2018;Junio;YERBA MATE BCP;Yerba Mate;Supermercados;2244;1743;50;50;501;45
jun-18;2018;Junio;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;55573;4818;927;134;50755;60
jul-18;2018;Julio;YERBA MATE BCP;Yerba Mate;Mayoristas;53374;0;840;0;53374;64
jul-18;2018;Julio;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;32562209;33203542;564307;736867;-641333;58
jul-18;2018;Julio;YERBA MATE BCP;Yerba Mate;Distribuidores;8026692;3393616;122626;96972;4633076;65
jul-18;2018;Julio;YERBA MATE BCP;Yerba Mate;Supermercados;3443145;1947895;55558;54879;1495250;62
jul-18;2018;Julio;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;8430889;4509281;126780;130463;3921608;67
jul-18;2018;Julio;YERBA MATE BCP;Yerba Mate;Mayoristas;1050641;589110;15920;17193;461531;66
jul-18;2018;Julio;YERBA MATE BCP;Yerba Mate;Distribuidores;490383;204515;7370;5565;285868;67
jul-18;2018;Julio;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;470038;263763;6780;7650;206275;69
jul-18;2018;Julio;YERBA MATE BCP;Yerba Mate;Supermercados;9290;4898;142;142;4392;65
jul-18;2018;Julio;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;12516;4389;184;119;8127;68
ago-18;2018;Agosto;YERBA MATE BCP;Yerba Mate;Mayoristas;0;42752;0;1240;-42752;#¡DIV/0!
ago-18;2018;Agosto;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;44547264;34338832;777730;747586;10208433;57
ago-18;2018;Agosto;YERBA MATE BCP;Yerba Mate;Distribuidores;7772271;4333355;120679;124377;3438916;64
ago-18;2018;Agosto;YERBA MATE BCP;Yerba Mate;Supermercados;3840456;1869719;59546;54221;1970738;64
ago-18;2018;Agosto;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;9697442;2858422;135725;82290;6839020;71
ago-18;2018;Agosto;YERBA MATE BCP;Yerba Mate;Mayoristas;1291031;538143;18105;15715;752888;71
ago-18;2018;Agosto;YERBA MATE BCP;Yerba Mate;Distribuidores;475150;282509;6494;8239;192640;73
ago-18;2018;Agosto;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;271132;140225;3690;4045;130907;73
ago-18;2018;Agosto;YERBA MATE BCP;Yerba Mate;Supermercados;10175;3493;145;100;6683;70
ago-18;2018;Agosto;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;22769;5422;224;134;17347;102
sep-18;2018;Septiembre;YERBA MATE BCP;Yerba Mate;Mayoristas;91896;-22661;1240;-620;114558;74
sep-18;2018;Septiembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;41561469;23989781;647839;579326;17571688;64
sep-18;2018;Septiembre;YERBA MATE BCP;Yerba Mate;Distribuidores;7528114;3865961;99553;104672;3662153;76
sep-18;2018;Septiembre;YERBA MATE BCP;Yerba Mate;Supermercados;3283495;2050084;47418;54577;1233410;69
sep-18;2018;Septiembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;6757859;1081415;88370;28730;5676444;76
sep-18;2018;Septiembre;YERBA MATE BCP;Yerba Mate;Mayoristas;1214587;672066;16060;17819;542522;76
sep-18;2018;Septiembre;YERBA MATE BCP;Yerba Mate;Distribuidores;1108975;488856;14550;13340;620119;76
sep-18;2018;Septiembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;468127;246977;6290;6645;221150;74
sep-18;2018;Septiembre;YERBA MATE BCP;Yerba Mate;Supermercados;1547;103;22;2;1443;70
sep-18;2018;Septiembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;22133;4617;265;120;17516;84
oct-18;2018;Octubre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;60570315;33506747;711465;693806;27063568;85
oct-18;2018;Octubre;YERBA MATE BCP;Yerba Mate;Distribuidores;8580737;3268724;108530;84673;5312013;79
oct-18;2018;Octubre;YERBA MATE BCP;Yerba Mate;Supermercados;4489717;1721292;57291;45827;2768425;78
oct-18;2018;Octubre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;2958263;4473438;37160;117820;-1515174;80
oct-18;2018;Octubre;YERBA MATE BCP;Yerba Mate;Mayoristas;1289521;358954;16411;11269;930567;79
oct-18;2018;Octubre;YERBA MATE BCP;Yerba Mate;Distribuidores;1294872;507204;15905;13580;787669;81
oct-18;2018;Octubre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;517182;184477;6495;4920;332705;80
oct-18;2018;Octubre;YERBA MATE BCP;Yerba Mate;Supermercados;13041;6327;154;154;6714;85
oct-18;2018;Octubre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;21897;6253;330;162;15645;66
nov-18;2018;Noviembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;56096707;27527818;651792;485412;28568889;86
nov-18;2018;Noviembre;YERBA MATE BCP;Yerba Mate;Distribuidores;11239904;7517423;134926;186259;3722481;83
nov-18;2018;Noviembre;YERBA MATE BCP;Yerba Mate;Supermercados;5561362;3254774;67942;80965;2306588;82
nov-18;2018;Noviembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;10875264;7302228;129950;166749;3573036;84
nov-18;2018;Noviembre;YERBA MATE BCP;Yerba Mate;Mayoristas;1720776;1078399;20915;26541;642377;82
nov-18;2018;Noviembre;YERBA MATE BCP;Yerba Mate;Distribuidores;683538;548282;8235;13520;135255;83
nov-18;2018;Noviembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;316305;203556;3900;4985;112749;81
nov-18;2018;Noviembre;YERBA MATE BCP;Yerba Mate;Supermercados;3558;1476;46;36;2082;78
nov-18;2018;Noviembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;26921;6767;312;155;20154;86
dic-18;2018;Diciembre;YERBA MATE BCP;Yerba Mate;Mayoristas;35220;16150;400;400;19070;88
dic-18;2018;Diciembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;42440194;31498292;475215;750491;10941901;89
dic-18;2018;Diciembre;YERBA MATE BCP;Yerba Mate;Distribuidores;15480573;7936462;179391;206170;7544111;86
dic-18;2018;Diciembre;YERBA MATE BCP;Yerba Mate;Supermercados;5620788;2892476;65613;72098;2728312;86
dic-18;2018;Diciembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;15446939;5950947;170875;140786;9495992;90
dic-18;2018;Diciembre;YERBA MATE BCP;Yerba Mate;Mayoristas;1626223;1128890;18966;27713;497333;86
dic-18;2018;Diciembre;YERBA MATE BCP;Yerba Mate;Distribuidores;2074672;751701;23465;22065;1322971;88
dic-18;2018;Diciembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;234486;78789;2695;2000;155697;87
dic-18;2018;Diciembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;15412;5410;185;122;10003;83
ene-19;2019;Enero;YERBA MATE BCP;Yerba Mate;Mayoristas;0;38775;0;940;-38775;#¡DIV/0!
ene-19;2019;Enero;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;65927359;21692284;728846;513930;44235075;90
ene-19;2019;Enero;YERBA MATE BCP;Yerba Mate;Distribuidores;16510459;5142334;182093;127008;11368125;91
ene-19;2019;Enero;YERBA MATE BCP;Yerba Mate;Supermercados;6364265;2634007;71656;63746;3730258;89
ene-19;2019;Enero;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;9665849;10427392;105635;247932;-761543;92
ene-19;2019;Enero;YERBA MATE BCP;Yerba Mate;Mayoristas;3718643;1129137;41390;27023;2589507;90
ene-19;2019;Enero;YERBA MATE BCP;Yerba Mate;Distribuidores;886361;378298;9775;9255;508062;91
ene-19;2019;Enero;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;896323;530921;10060;12795;365402;89
ene-19;2019;Enero;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;7860;3671;93;77;4189;85
feb-19;2019;Febrero;YERBA MATE BCP;Yerba Mate;Mayoristas;82767;34692;940;830;48075;88
feb-19;2019;Febrero;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;53229144;22278475;581802;478797;30950669;91
feb-19;2019;Febrero;YERBA MATE BCP;Yerba Mate;Distribuidores;12547230;5814994;137165;145218;6732236;91
feb-19;2019;Febrero;YERBA MATE BCP;Yerba Mate;Supermercados;5603905;3291606;61659;80447;2312298;91
feb-19;2019;Febrero;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;21485589;7078006;235175;166898;14407583;91
feb-19;2019;Febrero;YERBA MATE BCP;Yerba Mate;Mayoristas;1482767;1041891;16155;24833;440876;92
feb-19;2019;Febrero;YERBA MATE BCP;Yerba Mate;Distribuidores;1198977;523043;13085;12885;675934;92
feb-19;2019;Febrero;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;515323;122390;5595;2960;392933;92
feb-19;2019;Febrero;YERBA MATE BCP;Yerba Mate;Supermercados;14540;6883;166;156;7657;88
feb-19;2019;Febrero;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;97802;28898;1208;689;68904;81
mar-19;2019;Marzo;YERBA MATE BCP;Yerba Mate;Mayoristas;79655;0;830;0;79655;96
mar-19;2019;Marzo;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;45670541;33194567;470234;709380;12475973;97
mar-19;2019;Marzo;YERBA MATE BCP;Yerba Mate;Distribuidores;13563504;6242154;139785;145400;7321350;97
mar-19;2019;Marzo;YERBA MATE BCP;Yerba Mate;Supermercados;7777499;3052883;81125;70850;4724616;96
mar-19;2019;Marzo;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;19028191;9423408;194345;195852;9604783;98
mar-19;2019;Marzo;YERBA MATE BCP;Yerba Mate;Mayoristas;1931870;488594;20871;11290;1443276;93
mar-19;2019;Marzo;YERBA MATE BCP;Yerba Mate;Distribuidores;1519682;916122;15375;21800;603560;99
mar-19;2019;Marzo;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;396139;193641;4065;4520;202498;97
mar-19;2019;Marzo;YERBA MATE BCP;Yerba Mate;Supermercados;0;-207;0;-5;207;#¡DIV/0!
mar-19;2019;Marzo;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;80067;26596;1104;617;53470;73
abr-19;2019;Abril;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;85101495;29453300;848299;676992;55648195;100
abr-19;2019;Abril;YERBA MATE BCP;Yerba Mate;Distribuidores;12655073;6270065;126363;137064;6385008;100
abr-19;2019;Abril;YERBA MATE BCP;Yerba Mate;Supermercados;6352243;4041850;65244;85701;2310394;97
abr-19;2019;Abril;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;18909837;10617485;188930;225592;8292352;100
abr-19;2019;Abril;YERBA MATE BCP;Yerba Mate;Mayoristas;1091403;700729;10884;15912;390673;100
abr-19;2019;Abril;YERBA MATE BCP;Yerba Mate;Distribuidores;1811563;538022;17840;16375;1273541;102
abr-19;2019;Abril;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;547185;369701;5300;7940;177484;103
abr-19;2019;Abril;YERBA MATE BCP;Yerba Mate;Supermercados;8605;4269;90;90;4337;96
abr-19;2019;Abril;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;22269;5800;239;121;16469;93
may-19;2019;Mayo;YERBA MATE BCP;Yerba Mate;Mayoristas;82911;45930;790;850;36980;105
may-19;2019;Mayo;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;59729295;35696958;538283;591365;24032337;111
may-19;2019;Mayo;YERBA MATE BCP;Yerba Mate;Distribuidores;16353061;13982146;147612;253915;2370915;111
may-19;2019;Mayo;YERBA MATE BCP;Yerba Mate;Supermercados;10351964;3508640;94714;64368;6843325;109
may-19;2019;Mayo;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;25684787;7141469;236900;129686;18543317;108
may-19;2019;Mayo;YERBA MATE BCP;Yerba Mate;Mayoristas;2203526;1152824;19849;25898;1050701;111
may-19;2019;Mayo;YERBA MATE BCP;Yerba Mate;Distribuidores;2400668;956337;21055;15410;1444331;114
may-19;2019;Mayo;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;933145;403473;8397;7427;529672;111
may-19;2019;Mayo;YERBA MATE BCP;Yerba Mate;Supermercados;9966;4841;90;90;5125;111
may-19;2019;Mayo;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;45953;1436;418;82;44517;110
jun-19;2019;Junio;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;79719892;37166568;666390;624687;42553323;120
jun-19;2019;Junio;YERBA MATE BCP;Yerba Mate;Distribuidores;31622002;15765589;269724;282812;15856413;117
jun-19;2019;Junio;YERBA MATE BCP;Yerba Mate;Supermercados;6815663;4221970;59303;75725;2593693;115
jun-19;2019;Junio;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;17175215;17603792;145867;319520;-428577;118
jun-19;2019;Junio;YERBA MATE BCP;Yerba Mate;Mayoristas;3140487;1033268;27035;18636;2107219;116
jun-19;2019;Junio;YERBA MATE BCP;Yerba Mate;Distribuidores;3598404;2001070;30725;36005;1597334;117
jun-19;2019;Junio;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;486615;631295;4185;11310;-144680;116
jun-19;2019;Junio;YERBA MATE BCP;Yerba Mate;Supermercados;2190;1106;20;20;1084;110
jun-19;2019;Junio;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;66516;8765;707;147;57751;94
jul-19;2019;Julio;YERBA MATE BCP;Yerba Mate;Mayoristas;91520;94763;800;790;-3243;114
jul-19;2019;Julio;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;75009290;47618559;611215;712697;27390731;123
jul-19;2019;Julio;YERBA MATE BCP;Yerba Mate;Distribuidores;35296171;21086152;300468;365518;14210019;117
jul-19;2019;Julio;YERBA MATE BCP;Yerba Mate;Supermercados;10085563;5449742;86724;92904;4635821;116
jul-19;2019;Julio;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;34298715;12911335;273690;220787;21387380;125
jul-19;2019;Julio;YERBA MATE BCP;Yerba Mate;Mayoristas;3939971;2410681;33973;41679;1529290;116
jul-19;2019;Julio;YERBA MATE BCP;Yerba Mate;Distribuidores;3782951;2235651;32175;38095;1547300;118
jul-19;2019;Julio;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;1609607;455454;13915;7450;1154152;116
jul-19;2019;Julio;YERBA MATE BCP;Yerba Mate;Supermercados;1635;866;15;15;769;109
jul-19;2019;Julio;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;121607;24743;1305;424;96864;93
ago-19;2019;Agosto;YERBA MATE BCP;Yerba Mate;Mayoristas;96096;25567;840;400;70529;114
ago-19;2019;Agosto;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;105656315;25017901;813613;422244;80638414;130
ago-19;2019;Agosto;YERBA MATE BCP;Yerba Mate;Distribuidores;46195460;20822681;385260;326574;25372779;120
ago-19;2019;Agosto;YERBA MATE BCP;Yerba Mate;Supermercados;11538702;5901277;96152;94657;5637425;120
ago-19;2019;Agosto;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;35935094;27323584;276980;425221;8611510;130
ago-19;2019;Agosto;YERBA MATE BCP;Yerba Mate;Mayoristas;3974870;1913555;32730;29933;2061315;121
ago-19;2019;Agosto;YERBA MATE BCP;Yerba Mate;Distribuidores;5896008;3497551;47495;54835;2398457;124
ago-19;2019;Agosto;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;1338292;1107775;10805;16110;230518;124
ago-19;2019;Agosto;YERBA MATE BCP;Yerba Mate;Supermercados;8635;4690;70;75;3945;123
ago-19;2019;Agosto;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;94606;19013;1003;290;75593;94
sep-19;2019;Septiembre;YERBA MATE BCP;Yerba Mate;Mayoristas;49880;0;400;0;49880;125
sep-19;2019;Septiembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;72614109;36878691;506406;591743;35735417;143
sep-19;2019;Septiembre;YERBA MATE BCP;Yerba Mate;Distribuidores;43310290;13844435;339027;230223;29465856;128
sep-19;2019;Septiembre;YERBA MATE BCP;Yerba Mate;Supermercados;12588590;5387209;99375;87128;7201381;127
sep-19;2019;Septiembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;50516062;24681301;360850;361434;25834761;140
sep-19;2019;Septiembre;YERBA MATE BCP;Yerba Mate;Mayoristas;5058740;2468093;39754;41433;2590647;127
sep-19;2019;Septiembre;YERBA MATE BCP;Yerba Mate;Distribuidores;6832128;2516679;53540;40904;4315449;128
sep-19;2019;Septiembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;1711703;607041;13605;8925;1104662;126
sep-19;2019;Septiembre;YERBA MATE BCP;Yerba Mate;Supermercados;10461;4699;80;70;5762;131
sep-19;2019;Septiembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;161975;49097;1629;750;112878;99
oct-19;2019;Octubre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;65514907;17857894;413190;231666;47657013;159
oct-19;2019;Octubre;YERBA MATE BCP;Yerba Mate;Distribuidores;38012849;20697239;282859;291226;17315610;134
oct-19;2019;Octubre;YERBA MATE BCP;Yerba Mate;Supermercados;10827760;7900935;82564;112061;2926825;131
oct-19;2019;Octubre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;75376253;17490081;505695;249539;57886172;149
oct-19;2019;Octubre;YERBA MATE BCP;Yerba Mate;Mayoristas;3921393;1405591;29830;19882;2515802;131
oct-19;2019;Octubre;YERBA MATE BCP;Yerba Mate;Distribuidores;4014723;2432261;29940;35015;1582462;134
oct-19;2019;Octubre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;1518610;634356;11490;9035;884254;132
oct-19;2019;Octubre;YERBA MATE BCP;Yerba Mate;Supermercados;9043;4231;62;62;4812;146
oct-19;2019;Octubre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;124556;69149;1044;989;55407;119
nov-19;2019;Noviembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;30357539;38674547;173617;502158;-8317008;175
nov-19;2019;Noviembre;YERBA MATE BCP;Yerba Mate;Distribuidores;33412891;9220993;227503;342338;24191898;147
nov-19;2019;Noviembre;YERBA MATE BCP;Yerba Mate;Supermercados;14028534;5069314;98155;83351;8959220;143
nov-19;2019;Noviembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;30327341;7328642;181160;245834;22998699;167
nov-19;2019;Noviembre;YERBA MATE BCP;Yerba Mate;Mayoristas;3127721;1293165;20914;21808;1834555;150
nov-19;2019;Noviembre;YERBA MATE BCP;Yerba Mate;Distribuidores;4093985;2236735;28034;54959;1857249;146
nov-19;2019;Noviembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;596078;281428;4180;5925;314650;143
nov-19;2019;Noviembre;YERBA MATE BCP;Yerba Mate;Supermercados;8399;3158;52;42;5241;162
nov-19;2019;Noviembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;117336;31803;1207;419;85534;97
dic-19;2019;Diciembre;YERBA MATE BCP;Yerba Mate;Mayoristas;122788;58310;740;740;64478;166
dic-19;2019;Diciembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;84620611;48056455;475762;548403;36564156;178
dic-19;2019;Diciembre;YERBA MATE BCP;Yerba Mate;Distribuidores;56434719;21599256;351741;294538;34835463;160
dic-19;2019;Diciembre;YERBA MATE BCP;Yerba Mate;Supermercados;12427263;3576914;78400;48351;8850349;159
dic-19;2019;Diciembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;40727117;43111961;225790;554118;-2384844;180
dic-19;2019;Diciembre;YERBA MATE BCP;Yerba Mate;Mayoristas;2313195;1310406;14184;18158;1002789;163
dic-19;2019;Diciembre;YERBA MATE BCP;Yerba Mate;Distribuidores;10557109;3493925;65800;46330;7063184;160
dic-19;2019;Diciembre;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;2676165;1074181;16435;17350;1601984;163
dic-19;2019;Diciembre;YERBA MATE BCP;Yerba Mate;Supermercados;7686;3420;49;44;4266;158
dic-19;2019;Diciembre;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;193171;67022;1324;858;126148;146
ene-20;2020;Enero;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;105785657;38727308;593949;374857;67058349;178
ene-20;2020;Enero;YERBA MATE BCP;Yerba Mate;Distribuidores;47315628;22454896;278100;266620;24860732;170
ene-20;2020;Enero;YERBA MATE BCP;Yerba Mate;Supermercados;11432089;5662277;67693;68081;5769812;169
ene-20;2020;Enero;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;110870248;22785190;620325;266001;88085059;179
ene-20;2020;Enero;YERBA MATE BCP;Yerba Mate;Mayoristas;4171529;1797956;24850;20606;2373572;168
ene-20;2020;Enero;YERBA MATE BCP;Yerba Mate;Distribuidores;5075199;2790135;29820;32185;2285065;170
ene-20;2020;Enero;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;2430345;1329724;14555;15676;1100622;167
ene-20;2020;Enero;YERBA MATE BCP;Yerba Mate;Supermercados;3231;1708;20;20;1523;162
ene-20;2020;Enero;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;93869;19489;745;250;74379;126
feb-20;2020;Febrero;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;61052210;30924959;344691;330476;30127251;177
feb-20;2020;Febrero;YERBA MATE BCP;Yerba Mate;Distribuidores;46840638;28542835;275342;320611;18297803;170
feb-20;2020;Febrero;YERBA MATE BCP;Yerba Mate;Supermercados;9819549;5316983;57848;59159;4502567;170
feb-20;2020;Febrero;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;32766932;8440691;180995;73036;24326241;181
feb-20;2020;Febrero;YERBA MATE BCP;Yerba Mate;Mayoristas;4926687;4172374;29189;45661;754313;169
feb-20;2020;Febrero;YERBA MATE BCP;Yerba Mate;Distribuidores;4823102;3973614;28315;60450;849488;170
feb-20;2020;Febrero;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;2972795;1350988;17765;14220;1621807;167
feb-20;2020;Febrero;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;68503;6751;557;73;61752;123
mar-20;2020;Marzo;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;93571336;47604171;527011;490200;45967165;178
mar-20;2020;Marzo;YERBA MATE BCP;Yerba Mate;Distribuidores;54850425;26144149;323160;314957;28706276;170
mar-20;2020;Marzo;YERBA MATE BCP;Yerba Mate;Supermercados;13714986;6723327;80810;84680;6991659;170
mar-20;2020;Marzo;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;26161455;16709423;141430;175348;9452032;185
mar-20;2020;Marzo;YERBA MATE BCP;Yerba Mate;Mayoristas;9087086;3844291;54289;46713;5242795;167
mar-20;2020;Marzo;YERBA MATE BCP;Yerba Mate;Distribuidores;7234548;2699871;42520;46040;4534677;170
mar-20;2020;Marzo;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;1894009;2005949;11225;19080;-111940;169
mar-20;2020;Marzo;YERBA MATE BCP;Yerba Mate;Supermercados;15162;6571;96;71;8591;159
mar-20;2020;Marzo;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;32193;21616;259;233;10577;124
abr-20;2020;Abril;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;71551368;46987613;402392;460338;24563755;178
abr-20;2020;Abril;YERBA MATE BCP;Yerba Mate;Distribuidores;69295084;32086864;407342;348762;37208220;170
abr-20;2020;Abril;YERBA MATE BCP;Yerba Mate;Supermercados;15413886;8108431;90999;87767;7305455;169
abr-20;2020;Abril;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;38681238;13405373;208850;133333;25275864;185
abr-20;2020;Abril;YERBA MATE BCP;Yerba Mate;Mayoristas;4555635;1876065;26925;19537;2679570;169
abr-20;2020;Abril;YERBA MATE BCP;Yerba Mate;Distribuidores;9788996;4124182;57320;38805;5664814;171
abr-20;2020;Abril;YERBA MATE BCP;Yerba Mate;Grandes Mayoristas;844121;432050;4985;3585;412071;169
abr-20;2020;Abril;YERBA MATE BCP;Yerba Mate;Supermercados;0;2310;0;25;-2310;#¡DIV/0!
abr-20;2020;Abril;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;89501;17933;715;181;71569;125
may-20;2020;Mayo;YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;104301275;38667469;588464;387221;65633806;177
may-20;2020;Mayo;YERBA MATE BCP;Yerba Mate;Distribuidores;61113680;38908942;358489;366490;22204738;170
may-20;2020;Mayo;YERBA MATE BCP;Yerba Mate;Supermercados;14362783;9351021;85080;87099;5011762;169
